10003,315,1ST
10003,321,1ST
10003,323,1ST
10003,325,1ST
10003,333,1ST
10003,335,1ST
10003,339,1ST
10003,39,1ST
10003,41,1ST
10003,43 TO 49,1ST
10003,51,1ST
10003,55,1ST
10003,59,1ST
10003,69,1ST
10003,71,1ST
10003,85,1ST
10003,87,1ST
10003,91,1ST
10003,93,1ST
10003,100,2ND
10003,101,2ND
10003,103,2ND
10003,104,2ND
10003,124,2ND
10003,125,2ND
10003,127,2ND
10003,128,2ND
10003,129,2ND
10003,139,2ND
10003,141,2ND
10003,145,2ND
10003,148,2ND
10003,150,2ND
10003,151,2ND
10003,156,2ND
10003,159,2ND
10003,166,2ND
10003,170,2ND
10003,176,2ND
10003,181 TO 189,2ND
10003,184,2ND
10003,186,2ND
10003,188 TO 190,2ND
10003,193,2ND
10003,198 TO 200,2ND
10003,205,2ND
10003,213,2ND
10003,231,2ND
10003,235 TO 237,2ND
10003,26,2ND
10003,317,2ND
10003,324,2ND
10003,43,2ND
10003,53,2ND
10003,57 TO 59,2ND
10003,60,2ND
10003,61,2ND
10003,65,2ND
10003,74,2ND
10003,77,2ND
10003,88,2ND
10003,92 TO 94,2ND
10003,97,2ND
10003,98,2ND
10003,111,3RD
10003,157 TO 165,3RD
10003,205,3RD
10003,84,3RD
10003,92,3RD
10003,96,3RD
10003,97,3RD
10003,127,4TH
10003,145,4TH
10003,65,4TH
10003,80 TO 82,4TH
10003,85,4TH
10003,25,5TH
10003,29,5TH
10003,39,5TH
10003,41,5TH
10003,45,5TH
10003,51,5TH
10003,69,5TH
10003,97,5TH,AVE
10003,1,ASTOR,PL
10003,315,BOWERY
10003,810,BROADWAY
10003,827 TO 831,BROADWAY
10003,874,BROADWAY
10003,2 TO 8,COOPER,SQ
10003,32,COOPER,SQ
10003,34 TO 36,COOPER,SQ
10003,105,E 10TH,ST
10003,107,E 10TH,ST
10003,121,E 10TH,ST
10003,126,E 10TH,ST
10003,127,E 10TH,ST
10003,128,E 10TH,ST
10003,129,E 10TH,ST
10003,201,E 10TH,ST
10003,205,E 10TH,ST
10003,206,E 10TH,ST
10003,209,E 10TH,ST
10003,210,E 10TH,ST
10003,211,E 10TH,ST
10003,213,E 10TH,ST
10003,214,E 10TH,ST
10003,215,E 10TH,ST
10003,216,E 10TH,ST
10003,217,E 10TH,ST
10003,219,E 10TH,ST
10003,223,E 10TH,ST
10003,224,E 10TH,ST
10003,225 TO 227,E 10TH,ST
10003,226,E 10TH,ST
10003,228,E 10TH,ST
10003,229,E 10TH,ST
10003,23,E 10TH,ST
10003,233 TO 235,E 10TH,ST
10003,237,E 10TH,ST
10003,242,E 10TH,ST
10003,25,E 10TH,ST
10003,28,E 10TH,ST
10003,3,E 10TH,ST
10003,35,E 10TH,ST
10003,43 TO 47,E 10TH,ST
10003,49,E 10TH,ST
10003,81 TO 85,E 10TH,ST
10003,9,E 10TH,ST
10003,95,E 10TH,ST
10003,112,E 11TH,ST
10003,113 TO 117,E 11TH,ST
10003,114,E 11TH,ST
10003,118,E 11TH,ST
10003,211,E 11TH,ST
10003,213,E 11TH,ST
10003,214,E 11TH,ST
10003,218 TO 220,E 11TH
10003,221 TO 223,E 11TH
10003,225,E 11TH
10003,227,E 11TH
10003,229,E 11TH
10003,245,E 11TH
10003,26,E 11TH
10003,299,E 11TH
10003,301 TO 309,E 11TH
10003,304,E 11TH
10003,306,E 11TH
10003,314,E 11TH
10003,316,E 11TH
10003,318,E 11TH
10003,320F,E 11TH
10003,320R,E 11TH
10003,326,E 11TH
10003,328,E 11TH
10003,330,E 11TH
10003,332,E 11TH
10003,334,E 11TH
10003,338,E 11TH
10003,34,E 11TH
10003,340,E 11TH
10003,342,E 11TH
10003,63 TO 65,E 11TH
10003,67,E 11TH
10003,126,E 12TH
10003,139,E 12TH
10003,201 TO 213,E 12TH
10003,217,E 12TH
10003,221,E 12TH
10003,222,E 12TH
10003,225,E 12TH
10003,226 TO 230,E 12TH
10003,229,E 12TH
10003,232,E 12TH
10003,233,E 12TH
10003,235,E 12TH
10003,237,E 12TH
10003,28 TO 30,E 12TH
10003,301,E 12TH
10003,302,E 12TH
10003,303,E 12TH
10003,304 TO 316,E 12TH
10003,31,E 12TH
10003,313 TO 317,E 12TH
10003,319 TO 321,E 12TH
10003,339,E 12TH
10003,345,E 12TH
10003,60,E 12TH
10003,77,E 12TH
10003,10,E 13TH
10003,110 TO 112,E 13TH
10003,111 TO 121,E 13TH
10003,139,E 13TH
10003,141F,E 13TH
10003,141R,E 13TH
10003,142,E 13TH
10003,143,E 13TH
10003,212,E 13TH
10003,216,E 13TH
10003,226,E 13TH
10003,228,E 13TH
10003,236,E 13TH
10003,240,E 13TH
10003,243,E 13TH
10003,244,E 13TH
10003,245 TO 247,E 13TH
10003,27,E 13TH
10003,324,E 13TH
10003,326,E 13TH
10003,329,E 13TH
10003,332 TO 336,E 13TH
10003,333,E 13TH
10003,335,E 13TH
10003,337,E 13TH
10003,338,E 13TH
10003,340,E 13TH
10003,342,E 13TH
10003,346,E 13TH
10003,350,E 13TH
10003,352,E 13TH
10003,356,E 13TH
10003,203,E 14TH
10003,205,E 14TH
10003,207,E 14TH
10003,209,E 14TH
10003,211,E 14TH
10003,212,E 14TH
10003,223,E 14TH
10003,226 TO 228,E 14TH
10003,230 TO 232,E 14TH
10003,231,E 14TH
10003,235,E 14TH
10003,238 TO 240,E 14TH
10003,241,E 14TH
10003,242 TO 252,E 14TH
10003,311,E 14TH
10003,313,E 14TH
10003,315,E 14TH
10003,317,E 14TH
10003,319,E 14TH
10003,322,E 14TH
10003,323,E 14TH
10003,324,E 14TH
10003,327,E 14TH
10003,328 TO 330,E 14TH
10003,329,E 14TH
10003,331,E 14TH
10003,332,E 14TH
10003,333,E 14TH
10003,338,E 14TH
10003,347,E 14TH
10003,349,E 14TH
10003,7,E 14TH
10003,105,E 15TH
10003,125,E 15TH
10003,131,E 15TH
10003,145,E 15TH
10003,200,E 15TH
10003,201,E 15TH
10003,207,E 15TH
10003,210,E 15TH
10003,230,E 15TH
10003,240,E 15TH
10003,242,E 15TH
10003,328,E 15TH
10003,330,E 15TH
10003,332,E 15TH
10003,338 TO 340,E 15TH
10003,342 TO 344,E 15TH
10003,346,E 15TH
10003,348,E 15TH
10003,10 TO 12,E 16TH
10003,101,E 16TH
10003,132,E 16TH
10003,138,E 16TH
10003,140,E 16TH
10003,145,E 16TH
10003,146,E 16TH
10003,205 TO 207,E 16TH
10003,9 TO 11,E 16TH
10003,104,E 17TH
10003,106,E 17TH
10003,108,E 17TH
10003,11,E 17TH
10003,110,E 17TH
10003,112,E 17TH
10003,118,E 17TH
10003,131,E 17TH
10003,132,E 17TH
10003,133,E 17TH
10003,134,E 17TH
10003,135,E 17TH
10003,136 TO 140,E 17TH
10003,145,E 17TH
10003,200,E 17TH
10003,201,E 17TH
10003,206 TO 208,E 17TH
10003,211,E 17TH
10003,216,E 17TH
10003,218,E 17TH
10003,225,E 17TH
10003,331,E 17TH
10003,333,E 17TH
10003,7,E 17TH
10003,9,E 17TH
10003,150,E 18TH
10003,153 TO 155,E 18TH
10003,157,E 18TH
10003,16,E 18TH
10003,212,E 18TH
10003,239,E 18TH
10003,241,E 18TH
10003,243,E 18TH
10003,307,E 18TH
10003,308,E 18TH
10003,309,E 18TH
10003,332,E 18TH
10003,336,E 18TH
10003,340,E 18TH
10003,345,E 18TH
10003,346 TO 348,E 18TH
10003,116,E 19TH
10003,118,E 19TH
10003,151,E 19TH
